Source,Target,Weight,Type
darkthrone,behemoth,5,undirected
darkthrone,gorgoroth,4,undirected
darkthrone,immortal,3,undirected
darkthrone,system-of-a-down,3,undirected
disturbed,bullet-for-my-valentine,4,undirected
disturbed,linkin-park,1,undirected
disturbed,muse,2,undirected
disturbed,marilyn-manson,4,undirected
drake,frank-ocean,1,undirected
drake,kanye-west,5,undirected
drake,nicki-minaj,2,undirected
ed-sheeran,adele,5,undirected
ed-sheeran,beyonce,3,undirected
ed-sheeran,shawn-mendes,5,undirected
ed-sheeran,tim-mcgraw,5,undirected
ed-sheeran,twenty-one-pilots,2,undirected
eminem,50-cent,3,undirected
eminem,frank-ocean,2,undirected
eminem,kanye-west,1,undirected
eminem,kendrick-lamar,3,undirected
eminem,nicki-minaj,1,undirected
eminem,tyler-the-creator,6,undirected
fka-twigs,lana-del-rey,2,undirected
fka-twigs,lorde,1,undirected
fka-twigs,sia,3,undirected
florence-the-machine,muse,3,undirected
florence-the-machine,placebo,2,undirected
florence-the-machine,sia,3,undirected
frank-ocean,drake,1,undirected
frank-ocean,eminem,2,undirected
frank-ocean,kanye-west,3,undirected
frank-ocean,kendrick-lamar,1,undirected
gorgoroth,behemoth,6,undirected
gorgoroth,darkthrone,4,undirected
gorgoroth,immortal,2,undirected
gorgoroth,system-of-a-down,1,undirected
grimes,sia,2,undirected
grimes,taylor-swift,3,undirected
grimes,imagine-dragons,4,undirected
grimes,thirty-seconds-to-mars,3,undirected
iamx,bjork,5,undirected
iamx,placebo,2,undirected
iamx,sia,1,undirected
imagine-dragons,kesha,2,undirected
imagine-dragons,linkin-park,4,undirected
imagine-dragons,grimes,4,undirected
imagine-dragons,twenty-one-pilots,3,undirected
immortal,behemoth,4,undirected
immortal,darkthrone,3,undirected
immortal,gorgoroth,2,undirected
janelle-monae,beyonce,2,undirected
janelle-monae,bruno-mars,6,undirected
jay-z,50-cent,5,undirected
jay-Z,kanye-west,2,undirected
jay-Z,kendrick-lamar,3,undirected
jay-Z,tyler-the-creator,1,undirected
jpegmafia,kendrick-lamar,5,undirected
jpegmafia,lil-wayne,3,undirected
jpegmafia,tyler-the-creator,2,undirected
justin-bieber,ariana-grande,2,undirected
justin-bieber,bruno-mars,2,undirected
justin-bieber,carly-rae-jepsen,5,undirected
justin-bieber,charlie-puth,3,undirected
justin-bieber,justin-timberlake,4,undirected
justin-bieber,rihanna,3,undirected
justin-timberlake,beyonce,1,undirected
justin-timberlake,charlie-puth,1,undirected
justin-timberlake,justin-bieber,4,undirected
justin-timberlake,rihanna,4,undirected
kacey-musgraves,arctic-monkeys,3,undirected
kacey-musgraves,carrie-underwood,2,undirected
kacey-musgraves,sugarland,1,undirected
kacey-musgraves,adele,3,undirected
kanye-west,50-cent,1,undirected
kanye-west,beyonce,2,undirected
kanye-west,drake,5,undirected
kanye-west,eminem,1,undirected
kanye-west,frank-ocean,3,undirected
kanye-west,jay-Z,2,undirected
kanye-west,kendrick-lamar,6,undirected
kanye-west,nicki-minaj,4,undirected
kanye-west,travis-scott,2,undirected
kanye-west,vince-staples,3,undirected
katy-perry,lady-gaga,2,undirected
katy-perry,sia,1,undirected
katy-perry,taylor-swift,2,undirected
katy-perry,kesha,6,undirected
kendrick-lamar,bjork,3,undirected
kendrick-lamar,eminem,3,undirected
kendrick-lamar,frank-ocean,1,undirected
kendrick-lamar,jay-Z,3,undirected
kendrick-lamar,jpegmafia,5,undirected
kendrick-lamar,kanye-west,6,undirected
kendrick-lamar,lil-wayne,4,undirected
kendrick-lamar,travis-scott,3,undirected
kendrick-lamar,tyler-the-creator,1,undirected
kendrick-lamar,vince-staples,2,undirected
kesha,charli-xcx,2,undirected
kesha,imagine-dragons,2,undirected
kesha,lady-gaga,1,undirected
kesha,rihanna,2,undirected
kesha,katy-perry,6,undirected
kesha,tove-lo,4,undirected
korn,bullet-for-my-valentine,4,undirected
korn,linkin-park,3,undirected
korn,slipknot,6,undirected
lady-gaga,katy-perry,2,undirected
lady-gaga,kesha,1,undirected
lady-gaga,carly-rae-jepsen,2,undirected
lana-del-rey,adele,3,undirected
lana-del-rey,beyonce,1,undirected
lana-del-rey,ed-sheeran,2,undirected
lana-del-rey,fka-twigs,2,undirected
lana-del-rey,marina,3,undirected
lana-del-rey,sia,2,undirected
lana-del-rey,st-vincent,1,undirected
lana-del-rey,taylor-swift,3,undirected
lana-del-rey,tame-impala,3,undirected
lana-del-rey,tove-lo,2,undirected
lana-del-rey,lorde,3,undirected
lil-wayne,50-cent,4,undirected
lil-wayne,jpegmafia,3,undirected
lil-wayne,kendrick-lamar,4,undirected
lil-wayne,travis-scott,1,undirected
lil-wayne,tyler-the-creator,5,undirected
linkin-park,disturbed,1,undirected
linkin-park,imagine-dragons,4,undirected
linkin-park,korn,3,undirected
linkin-park,placebo,1,undirected
linkin-park,slipknot,4,undirected
linkin-park,sugarland,3,undirected
linkin-park,slipknot,5,undirected
linkin-park,the-xx,2,undirected
linkin-park,thirty-seconds-to-mars,4,undirected
linkin-park,twenty-one-pilots,3,undirected
lorde,billie-eilish,3,undirected
lorde,fka-twigs,1,undirected
lorde,lana-del-rey,3,undirected
lykke-li,adele,2,undirected
lykke-li,beyonce,3,undirected
lykke-li,sia,2,undirected
marilyn-manson,placebo,2,undirected
marilyn-manson,slipknot,3,undirected
marilyn-manson,disturbed,4,undirected
marina,carrie-underwood,1,undirected
marina,lana-del-rey,3,undirected
marina,taylor-swift,2,undirected
marina,adele,1,undirected
muse,bullet-for-my-valentine,3,undirected
muse,disturbed,2,undirected
muse,radiohead,5,undirected
muse,sia,3,undirected
muse,placebo,2,undirected
nicki-minaj,50-cent,1,undirected
nicki-minaj,drake,2,undirected
nicki-minaj,eminem,1,undirected
nicki-minaj,kanye-west,4,undirected
nicki-minaj,tyler-the-creator,2,undirected
nirvana,arctic-monkeys,4,undirected
nirvana,st-vincent,3,undirected
onerepublic,5-seconds-of-summer,2,undirected
onerepublic,rihanna,1,undirected
onerepublic,taylor-swift,3,undirected
placebo,florence-the-machine,2,undirected
placebo,iamx,2,undirected
placebo,linkin-park,1,undirected
placebo,marilyn-manson,2,undirected
placebo,sia,1,undirected
placebo,thirty-seconds-to-mars,1,undirected
placebo,muse,2,undirected
placebo,radiohead,2,undirected
radiohead,coldplay,3,undirected
radiohead,sia,2,undirected
radiohead,muse,5,undirected
radiohead,sugarland,1,undirected
radiohead,placebo,2,undirected
rihanna,ariana-grande,5,undirected
rihanna,beyonce,6,undirected
rihanna,bruno-mars,1,undirected
rihanna,justin-bieber,3,undirected
rihanna,justin-timberlake,4,undirected
rihanna,kesha,2,undirected
rihanna,onerepublic,1,undirected
rihanna,shawn-mendes,1,undirected
rihanna,the-weeknd,5,undirected
shawn-mendes,rihanna,1,undirected
shawn-mendes,charlie-puth,2,undirected
shawn-mendes,tove-lo,3,undirected
shawn-mendes,ed-sheeran,5,undirected
sia,fka-twigs,3,undirected
sia,adele,1,undirected
sia,florence-the-machine,3,undirected
sia,grimes,2,undirected
sia,iamx,1,undirected
sia,katy-perry,1,undirected
sia,lana-del-rey,2,undirected
sia,lykke-li,2,undirected
sia,muse,3,undirected
sia,carly-rae-jepsen,3,undirected
sia,placebo,1,undirected
sia,radiohead,2,undirected
sia,st-vincent,2,undirected
sia,thirty-seconds-to-mars,2,undirected
slipknot,korn,6,undirected
slipknot,linkin-park,4,undirected
slipknot,marilyn-manson,3,undirected
slipknot,thirty-seconds-to-mars,3,undirected
st-vincent,lana-del-rey,1,undirected
st-vincent,nirvana,3,undirected
st-vincent,sia,2,undirected
sugarland,carrie-underwood,5,undirected
sugarland,coldplay,2,undirected
sugarland,kacey-musgraves,1,undirected
sugarland,linkin-park,3,undirected
sugarland,radiohead,1,undirected
sugarland,tame-impala,3,undirected
sugarland,taylor-swift,3,undirected
sugarland,the-xx,1,undirected
sugarland,tim-mcgraw,4,undirected
system-of-a-down,darkthrone,3,undirected
system-of-a-down,gorgoroth,1,undirected
system-of-a-down,linkin-park,5,undirected
tame-impala,sugarland,3,undirected
tame-impala,lana-del-rey,3,undirected
tame-impala,taylor-swift,1,undirected
tame-impala,tim-mcgraw,2,undirected
taylor-swift,5-seconds-of-summer,3,undirected
taylor-swift,adele,3,undirected
taylor-swift,carly-rae-jepsen,2,undirected
taylor-swift,carrie-underwood,4,undirected
taylor-swift,coldplay,1,undirected
taylor-swift,grimes,3,undirected
taylor-swift,katy-perry,2,undirected
taylor-swift,lana-del-rey,3,undirected
taylor-swift,marina,2,undirected
taylor-swift,onerepublic,3,undirected
taylor-swift,sugarland,3,undirected
taylor-swift,tame-impala,1,undirected
the-weeknd,ariana-grande,3,undirected
the-weeknd,beyonce,2,undirected
the-weeknd,rihanna,5,undirected
the-xx,adele,4,undirected
the-xx,linkin-park,2,undirected
the-xx,sugarland,1,undirected
thirty-seconds-to-mars,grimes,3,undirected
thirty-seconds-to-mars,linkin-park,4,undirected
thirty-seconds-to-mars,placebo,1,undirected
thirty-seconds-to-mars,sia,2,undirected
thirty-seconds-to-mars,slipknot,3,undirected
tim-mcgraw,arctic-monkeys,4,undirected
tim-mcgraw,carrie-underwood,5,undirected
tim-mcgraw,ed-sheeran,5,undirected
tim-mcgraw,sugarland,4,undirected
tim-mcgraw,tame-impala,2,undirected
tove-lo,beyonce,1,undirected
tove-lo,charli-xcx,3,undirected
tove-lo,kesha,4,undirected
tove-lo,lana-del-rey,2,undirected
tove-lo,shawn-mendes,3,undirected
travis-scott,kanye-west,2,undirected
travis-scott,kendrick-lamar,3,undirected
travis-scott,lil-wayne,1,undirected
travis-scott,vince-staples,1,undirected
twenty-one-pilots,ed-sheeran,2,undirected
twenty-one-pilots,imagine-dragons,3,undirected
twenty-one-pilots,linkin-park,3,undirected
tyler-the-creator,eminem,6,undirected
tyler-the-creator,jay-Z,1,undirected
tyler-the-creator,jpegmafia,2,undirected
tyler-the-creator,kendrick-lamar,1,undirected
tyler-the-creator,lil-wayne,5,undirected
tyler-the-creator,nicki-minaj,2,undirected
vince-staples,kanye-west,3,undirected
vince-staples,kendrick-lamar,2,undirected
vince-staples,travis-scott,1,undirected
